tweet,sentiment
"Terrible customer service, waited 2 hours for help",negative
The store closes at 9pm on weekdays,neutral
"Awful food, cold and tasteless, total disappointment #trending",negative
"Horrible app, keeps crashing every 5 minutes",negative
reading about the latest technology developments,neutral
Traffic was normal today on the highway,neutral
The new policy will take effect from next month,neutral
"Disgusting behavior from staff, very rude and unhelpful #trending",negative
Updating my software to the latest version,neutral
"broken on arrival, no return policy, total scam",negative
"This product broke after one day, complete waste of money",negative
"Horrible app, keeps crashing every 5 minutes #trending",negative
"RT: This product broke after one day, complete waste of money",negative
"RT: Great customer service, very helpful and friendly staff",positive
The store closes at 9pm on weekdays #trending,neutral
"The worst movie I have ever watched, total waste of time #trending",negative
"Just finished an amazing book, totally recommend it!",positive
Attended a conference on machine learning today,neutral
"Disgusting behavior from staff, very rude and unhelpful",negative
Heading to the office today for some meetings,neutral
"RT: Thrilled with the results, hard work pays off!",positive
"Fantastic experience at the restaurant, will definitely return #trending",positive
attended a conference on machine learning today,neutral
looking at options for my next phone upgrade,neutral
Looking at options for my next phone upgrade,neutral
"this made my day so much better, thank you!",positive
"RT: Love this app, makes my life so much easier!",positive
The store closes at 9pm on weekdays,neutral
"extremely disappointed, this did not meet basic expectations",negative
reading about the latest technology developments,neutral
"Customer support is useless, nobody answers",negative
the weather forecast says it might rain tomorrow,neutral
The quarterly report will be released next week,neutral
RT: The new model comes with updated specifications,neutral
"So happy with my purchase, fast delivery too!",positive
"RT: Extremely disappointed, this did not meet basic expectations",negative
Checking the schedule for the upcoming events,neutral
RT: Had a regular lunch at the usual place today,neutral
RT: The new policy will take effect from next month,neutral
"Extremely disappointed, this did not meet basic expectations",negative
Impressed with how fast the support team responded 🙌,positive
"Awful food, cold and tasteless, total disappointment #trending",negative
"Awful food, cold and tasteless, total disappointment",negative
"Complete failure, nothing works as advertised",negative
"great customer service, very helpful and friendly staff",positive
"Broken on arrival, no return policy, total scam",negative
The weather forecast says it might rain tomorrow,neutral
"RT: So happy with my purchase, fast delivery too!",positive
The new policy will take effect from next month #trending,neutral
Best day ever! Everything went perfectly today 🎉 #trending,positive
"Outstanding quality, worth every penny spent 🙌",positive
"RT: Love this app, makes my life so much easier!",positive
"Love this app, makes my life so much easier!",positive
So excited for the weekend! Plans are amazing,positive
RT: Impressed with how fast the support team responded,positive
